CensusTract,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
11001007901,District of Columbia,District of Columbia,3951,1802,2149,2.9,18.8,75.6,0.5,0.3,0,3086,43854,7641,28348,3005,23.1,27.9,48.7,19.1,20.1,6,6,44.9,4.5,30.5,2.9,11.3,6,28.5,1654,74.6,23.8,1.1,0.5,18.8
11001007903,District of Columbia,District of Columbia,1825,838,987,2.7,17,75.1,0.4,1.8,0,1384,50188,7317,30401,5050,26.8,47,57.2,21.2,17.8,1.1,2.6,47.2,4.3,38.1,3.8,5,1.8,35.1,881,60.8,37.3,1.8,0,12.3
11001008001,District of Columbia,District of Columbia,3184,1370,1814,4.9,50.6,33.8,0,7.1,0,2607,121776,16038,61145,4834,6.5,2.3,80.1,10.3,9.6,0,0,43.7,13.1,27.4,3.4,9.1,3.4,30.8,2029,69.9,27,3.1,0,5.4
11001008002,District of Columbia,District of Columbia,3546,1777,1769,3.7,59.1,32.1,0,3.1,0,2883,110208,8592,61679,5490,7.2,5.2,70.9,6.3,16.3,1.2,5.4,38.6,9.7,31.3,6.3,9.2,5,27.7,2326,57.4,37.8,4.8,0,6.8
11001008100,District of Columbia,District of Columbia,3212,1630,1582,7.5,75.1,11.7,0,2.9,0,2680,129340,16972,72554,4361,1.7,0,76.4,4.1,16.2,1.5,1.8,31.4,4.2,38.5,10.5,3.6,11.7,30.1,2253,69.5,26.9,3.6,0,1.9
11001008200,District of Columbia,District of Columbia,2929,1274,1655,7.2,81.8,5.5,0,2.9,0,2542,102339,16335,76192,11742,7.6,0,83.6,5.2,10.9,0.3,0.1,16.2,5.8,31.9,31.7,8.7,5.7,24,1968,61.1,34.9,4.1,0,3.4
11001008301,District of Columbia,District of Columbia,2383,1114,1269,7.9,73.4,8.8,0,4.3,0,2052,143787,25217,70556,8496,3.8,0,85,1.9,11.9,0.9,0.4,21.3,3.8,36,27.9,6.6,4.4,25.1,1761,51,45.6,2.9,0.5,3.5
11001008302,District of Columbia,District of Columbia,2409,1248,1161,3.2,71.2,18,0,4.9,0,2045,120417,13732,62769,5406,6.5,0,80.4,3.5,13.3,0.9,1.9,30.4,3.6,36.8,17,8.1,4.2,27.3,1581,56.7,39.3,3.9,0,2.2
11001008402,District of Columbia,District of Columbia,2133,766,1367,3.8,48.7,40.9,0,2.4,0,1863,78375,13862,53971,5739,10.5,6.9,59.9,9.3,27.1,0.8,2.9,31.4,6.9,34.8,9.2,11.8,6,27.5,1359,70.9,23,6.1,0,9.8
11001008410,District of Columbia,District of Columbia,1355,773,582,4.2,46.2,45.6,0,3.1,0,1058,107266,6298,49107,7207,8.5,0,72.6,6.5,17,1.3,2.7,45.5,3.8,26.5,9,9.1,6.1,32.3,866,71,22.5,6.5,0,3.2
11001008701,District of Columbia,District of Columbia,2311,1119,1192,6.2,30.5,62.1,0,0,0,2042,73611,15563,44057,7905,10.7,9.3,53.7,17.5,17.7,4.6,6.5,36.2,4.7,37,7.3,12.5,2.2,30.4,1533,77.6,21.7,0.7,0,5.5
11001008702,District of Columbia,District of Columbia,1930,808,1122,9.1,11.9,76.3,0,0.6,0,1575,48977,10905,33891,10949,25.3,28.8,49.3,19.1,21.2,2.2,8.2,35.3,4.4,40.8,9.2,6.9,3.5,30.1,952,65.5,26.2,8.3,0,14.8
11001008802,District of Columbia,District of Columbia,4598,2224,2374,1,17,75.6,1.5,2.8,0,3729,59000,9765,32758,5703,25.8,41.2,48.1,19.3,24,2.8,5.7,41.9,9.2,28.8,4.9,10.7,4.6,30.2,2075,64,32.2,3.8,0,16.7
11001008803,District of Columbia,District of Columbia,2148,1149,999,10,23.2,59.9,0.4,3.3,0,1565,20313,9709,13641,3583,51.8,62.3,30.1,23,19.8,8.1,19,31.7,2.7,34.2,24,4.1,3.3,28.3,691,77.7,19.2,3,0,23.5
11001008804,District of Columbia,District of Columbia,2442,1370,1072,7.3,8.1,75.8,0,7,0,1886,39766,7099,23092,3387,30.2,14.9,37.6,31.7,22.6,1.7,6.4,32.6,9.6,50,1.7,3,3.1,35.3,1010,72.5,20.9,6.6,0,21.7
11001008903,District of Columbia,District of Columbia,3465,1659,1806,6,6,84.1,0,2.5,0,2357,37167,13299,21998,3976,32.7,55.2,33,28.3,26,7.1,5.6,33.8,14.1,36.7,5.6,7,2.9,31.6,1351,78.2,18,3.8,0,12.7
11001008904,District of Columbia,District of Columbia,3046,1401,1645,12.1,4.7,79.2,0,0.4,0,2180,27031,8336,21182,2731,24.5,11.5,22.5,43.9,18.8,9.9,4.9,39.3,14.2,41.5,0.6,2.4,1.9,31.5,1364,85.8,13.5,0.7,0,19.4
11001009000,District of Columbia,District of Columbia,3049,1143,1906,3.8,2.9,92.7,0,0.3,0,2489,34157,10359,36229,5796,17.5,0,57.4,12.9,17.7,4.7,7.2,56.8,15.4,23.9,0,0.9,3,31.7,1106,61.9,36.7,1.4,0,10.2
11001009102,District of Columbia,District of Columbia,5288,2175,3113,4.9,7.1,86.4,0,0.8,0,3482,45517,10007,23132,2906,28.1,42.3,38.1,22.7,27.9,4,7.3,43.6,5.3,45.8,2,1.5,1.7,32.6,1989,63.8,29,7.2,0,15.5
11001009201,District of Columbia,District of Columbia,2261,1123,1138,7.5,34.3,52.5,0,1.4,0,1809,52734,9360,35477,5758,21,14.5,58.9,16.3,21.2,1.2,2.4,27.5,2.6,45.6,14.4,5.3,4.6,29.3,1080,76.7,21.7,1.7,0,15.8
11001009203,District of Columbia,District of Columbia,2612,1281,1331,6.9,15.7,72.5,0,0,0,2082,80250,39000,38175,5607,18.6,21.8,54.8,10.2,25.4,3.5,6.1,37,1.8,43.3,4.6,10.7,2.7,32.7,1428,69,28.7,2.3,0,17.2
11001009204,District of Columbia,District of Columbia,2785,1296,1489,15.5,9.3,72.3,0,0.4,0,1913,21801,6320,18613,3053,41.1,55.8,37.3,38.2,16.2,3,5.4,23.6,4.8,60.8,6.9,2.8,1.1,36.3,914,77.1,21.8,1.1,0,28
11001009301,District of Columbia,District of Columbia,3204,1552,1652,5.8,35,52.5,0,2.8,0.3,2531,77636,10717,39313,5924,7.9,0,67.2,6.9,22.6,2.1,1.2,44.3,6,36.3,3.1,3.7,6.5,30,1547,49.9,43.1,7,0,15.6
11001009302,District of Columbia,District of Columbia,1053,563,490,8.5,20.1,58.6,0,11.8,0,783,62063,7311,38878,6057,7,0,53,13.3,23.5,4.6,5.7,39.1,13.3,37.3,5.1,3.5,1.6,28.4,566,64.5,35.5,0,0,10.3
11001009400,District of Columbia,District of Columbia,4850,2457,2393,6.7,13.8,76.7,0,1.3,0,3714,84726,13253,36298,7042,11.8,1.1,53.9,16.1,22.3,0.9,6.8,57.5,7.3,28,3.2,2.5,1.7,34.1,2053,60.6,37.6,1.8,0,18.3
11001009501,District of Columbia,District of Columbia,7088,3509,3579,21.7,23,52.4,0.1,2.1,0,4516,42115,7388,15095,2019,23.1,28.2,28.7,33.5,19.6,11.8,6.3,39.3,5.8,33.7,16.4,1.9,2.9,28.1,2854,86.2,11.9,1.9,0,10.6
11001009503,District of Columbia,District of Columbia,3347,1520,1827,2.9,22.5,72.1,0,0.6,0,2592,87167,11565,38464,4054,8.9,9,64.7,15.9,16.5,0,2.8,51.8,7.9,24.5,4.6,1.6,9.6,30.4,1565,65.6,28,5,1.5,7.1
11001009504,District of Columbia,District of Columbia,3315,1453,1862,16,21.1,60.9,0.6,0.2,0,2895,71678,7040,35007,5266,12.4,2.1,54.3,13.8,23.6,1.3,7.1,43.8,3.3,41.7,3.8,5.2,2.3,30,1413,72.3,22.7,5,0,15.7
11001009505,District of Columbia,District of Columbia,2701,1220,1481,12.7,5.6,78.3,0,2.5,0,1993,57472,24179,35238,5050,9.7,0,51,20.2,18.8,4.2,5.9,44.9,11.9,40.6,2.6,0,0,34.5,1156,66.3,32.5,1.1,0,24.3
11001009507,District of Columbia,District of Columbia,1631,663,968,10.4,1,88.3,0,0,0,1233,60170,15821,29913,4361,11.2,24.1,43.3,22.1,15.2,12,7.4,62.1,10.1,25,0,0,2.9,30.7,593,67.3,19.4,13.3,0,22.3
11001009508,District of Columbia,District of Columbia,3829,1575,2254,10.4,9.5,77.6,0,2,0,2853,65046,12395,32825,4894,7.7,1.6,42.5,27,25,2.1,3.5,52,5.2,41,0.5,0.9,0.4,30.7,1921,69.5,26.2,4.2,0,11.1
11001009509,District of Columbia,District of Columbia,3485,1554,1931,12.1,2.8,83.4,0,0,0,2644,60036,11464,30668,5544,4.3,0,46.2,12.8,29.9,2.4,8.7,49.3,5.6,43,0.6,1.6,0,29.7,1445,59,35.6,5.3,0,25.8
11001009601,District of Columbia,District of Columbia,2211,850,1361,0.5,0.2,98.1,0,0,0,1601,32794,11333,16009,2520,43.3,63.8,29.3,35.7,21.4,1,12.6,55,0.8,35.8,5.1,0.2,3.2,32.2,617,59.8,39.2,1,0,33.1
11001009602,District of Columbia,District of Columbia,3457,1090,2367,3,0.2,95.9,0,0,0,2180,23132,3813,13416,2033,41.5,47.7,18.5,43.6,30.2,0.9,6.8,48.7,5.8,41,4.5,0,0,37.2,1205,84.9,13.3,1.8,0,17.9
11001009603,District of Columbia,District of Columbia,3014,1236,1778,4.5,0.3,92.4,0.9,0,0,2421,39013,6923,30651,9582,16.6,3.3,33.8,23.5,28.3,2.4,12,38.6,6.1,47.6,7.2,0.5,0,34.4,1187,65.1,29.4,5.5,0,20.2
11001009604,District of Columbia,District of Columbia,2108,986,1122,2.2,0.7,95.8,0,0,0,1772,49141,9533,28769,3723,9.7,3.2,27.3,13.2,36.4,10.7,12.5,53.7,11.1,29.7,1.4,0,4,33.6,979,67,31.1,1.9,0,14.3
11001009700,District of Columbia,District of Columbia,3371,1349,2022,0.4,0.3,98.5,0,0,0,2316,32404,10319,17207,2899,38.6,50.3,33.4,19.3,30.8,6.3,10.2,51.9,6.9,35.4,2.2,1.6,2.1,38.2,1038,60.1,36.5,3.4,0,30
11001009801,District of Columbia,District of Columbia,2159,948,1211,2.5,1,91,0.2,0,0,1266,24531,7450,14518,3050,40.1,56.3,33.9,31.9,22.5,2.4,9.4,47.7,11.2,35.5,5.7,0,0,36.1,587,77.7,19.8,2.6,0,31.3
11001009802,District of Columbia,District of Columbia,1646,750,896,0.4,0.2,99.4,0,0,0,1070,26932,9270,16813,2987,49.6,72.1,35.8,33.8,27.5,0,2.9,29.6,4.5,59.5,3.9,0,2.6,48.2,480,65.6,34.4,0,0,31.6
11001009803,District of Columbia,District of Columbia,2733,1284,1449,0,0.2,99.3,0.3,0,0,2011,20772,9627,16020,2894,45.3,61.4,28.7,31.1,24.5,8.4,7.4,55.2,4,36.8,0,0,4,36.2,882,68.9,31.1,0,0,29.3
11001009804,District of Columbia,District of Columbia,2778,1274,1504,7.5,1.2,88.4,0,0,0,1913,35819,2534,19848,2563,34.7,50.7,33.7,20.3,32.2,3.7,10.1,45.9,11.7,36.5,1.5,0.5,4,37.1,997,72.6,27.4,0,0,27.7
11001009807,District of Columbia,District of Columbia,3043,1318,1725,0.7,1.9,96.7,0,0,0,2263,43657,7290,27354,9506,33.6,57.2,37.5,23.6,27.9,6,5,48.8,6.1,40.8,2.7,1.6,0,34.1,1072,56.1,43.9,0,0,24.6
11001009810,District of Columbia,District of Columbia,2676,862,1814,0.3,0,97.3,0,0,0,1758,29840,7960,16264,4366,40.4,47,26.9,33.8,34.8,0,4.5,41.6,4.3,50.1,3,1,0,51.7,1056,72.2,26.7,1.1,0,27.4
11001009811,District of Columbia,District of Columbia,5018,2357,2661,0.2,0,99.3,0,0,0,3449,28681,3541,13821,1636,32.8,44.7,17.6,46.6,14.6,9.1,12.1,28.7,13.1,50.3,6.6,1.4,0,46.7,1384,71,28.1,0.9,0,36.8
11001009901,District of Columbia,District of Columbia,2563,1201,1362,1.3,3.3,94,0,0,0,2150,81134,7566,42555,5528,9.6,0,55.4,9.7,22.8,6.5,5.6,55.1,4.6,36.2,2.7,0,1.5,33.5,1178,53.2,44.1,2.7,0,10.3
11001009902,District of Columbia,District of Columbia,2780,1269,1511,0.1,0.9,96.4,0,0.9,0,2290,52727,12385,28490,4591,11,16,35.8,24.7,23.4,10.1,5.9,61,3.4,30.9,2.9,0.8,1,32.5,1177,59.6,35.9,4.5,0,15.5
11001009903,District of Columbia,District of Columbia,1828,555,1273,1.3,2,93.4,3,0,0,1334,60574,14631,26587,4601,17.7,36.5,53.4,15.4,15,7.6,8.7,47.8,18.4,24.1,0,6.8,2.9,36.6,899,65.1,32.1,2,0.8,7
11001009904,District of Columbia,District of Columbia,2462,1063,1399,4.8,2.4,90.5,0,0,0,1638,33333,5717,20328,3956,35.5,45.8,34.5,29.4,23.3,8.2,4.6,42.5,10.2,42.8,2.9,0.6,1,37.5,906,52.3,44.3,3.4,0,18.7
11001009905,District of Columbia,District of Columbia,2795,1544,1251,5.3,0.1,94.6,0,0,0,2062,43626,4433,22873,4334,26.9,43.3,24.3,28.6,25.9,9.6,11.7,59,4.9,30.5,2,3.7,0,35.4,1113,63.5,30,6.5,0,26.4
11001009906,District of Columbia,District of Columbia,1521,668,853,2.6,1.4,94.4,0,0.3,0,1158,46979,8489,21972,3371,27,32,27.3,31.8,26.1,5.8,9,34.9,5.8,53.6,1.6,3.5,0.6,37,633,63.5,31.1,5.4,0,13.9
11001009907,District of Columbia,District of Columbia,2890,1380,1510,3.1,0,96.5,0,0,0,2080,24735,7573,17049,3762,37.8,53,40.9,24,22.5,2.2,10.3,55.9,4.2,35.7,0,1.7,2.6,40.2,861,70,27.6,2.3,0,26
11001010100,District of Columbia,District of Columbia,2624,1244,1380,12.3,57.7,12.3,0,14.1,0,2012,90625,7950,76743,9722,13.1,0,73.1,8.4,17.7,0,0.8,16.9,0,28.4,49.5,1.6,3.6,21.9,1918,71.6,24.8,3.6,0,3.5
11001010200,District of Columbia,District of Columbia,2537,1069,1468,7.1,41.7,41.9,0,4.5,0,2196,100670,15948,62999,6256,6.9,30.2,72.3,7.3,18.4,2,0,26,2,46.9,17.3,3.1,4.7,25.3,1709,71.7,24.2,4,0,5.2
11001010300,District of Columbia,District of Columbia,3462,1832,1630,20.1,20.1,55.6,0.2,2.1,0,2473,60911,9576,30413,4471,21.6,24.1,50.9,21.4,16.6,5.8,5.3,33.7,10.3,47.7,2.8,1.3,4.1,35.4,1421,61.7,31.4,6.9,0,16.5
11001010400,District of Columbia,District of Columbia,4474,2227,2247,2.8,7,89.3,0,0,0,3188,35417,6821,19384,3208,31.3,47.4,34.6,29.2,24.4,2.9,8.9,55.3,3.1,38.3,0,1.3,2,37.3,1604,70.4,29.6,0,0,16.5
11001010500,District of Columbia,District of Columbia,3418,1649,1769,4.9,42.6,44.4,0.1,5.5,0,3140,69063,17166,58591,6452,12.2,15.1,71.4,7.8,15.4,5.5,0,27.1,3.9,47.6,12.4,3.1,5.9,28,2306,56.1,36.9,7,0,9.3
11001010600,District of Columbia,District of Columbia,5783,3122,2661,7.4,58.3,26.1,0.8,4.9,0.3,5046,104688,14487,59292,4849,15.3,18.6,75,7.1,14.6,0.8,2.6,27.6,3.1,44.5,14.1,6.2,4.6,29.2,4064,74.3,23.5,2.2,0,6.2
11001010700,District of Columbia,District of Columbia,1821,810,1011,6.6,71,3.6,0,15.6,0,1609,71458,11940,58870,9997,20.3,0,74.1,11.2,13.2,0.6,0.9,11.9,4.7,35.1,37,3.1,8.2,24.2,1291,75.3,19.8,5,0,3.5
11001010800,District of Columbia,District of Columbia,6289,2900,3389,7.4,64,10.5,0.2,13.5,0,5454,35129,8877,9861,1721,38.1,,47.8,23.7,27.3,0.2,1,3,2.8,26.9,55.7,4.4,7.1,19.2,2321,89.6,9.3,1.1,0,8.6
11001010900,District of Columbia,District of Columbia,4275,1784,2491,1.5,1.5,96,0,0.2,0,2793,33698,5593,12968,3347,48.7,50.3,26.5,40.1,21,3.9,8.5,34.7,8.3,40.2,6.9,7.6,2.2,33.7,1180,65.8,30.9,3.2,0,27.4
11001011000,District of Columbia,District of Columbia,3552,1696,1856,6.3,61.3,26.3,0.6,3.8,0,3231,82548,13351,69090,8637,3.7,0,74.8,7.3,15.5,1.4,1,29,2,42.2,9.7,9.7,7.5,27.7,2363,67,29.2,3.8,0,3.5
11001011100,District of Columbia,District of Columbia,5490,2550,2940,5.8,7.2,85.6,0,0.2,0,4271,68750,23168,30431,3768,20.7,6.1,43.7,19.4,29.3,4.4,3.3,58.2,6,27.2,5.2,1.6,1.8,29,2268,60.3,33.5,6.2,0,15.2
